artist;nationality;author;title;description;depicted_people;date;medium;dimensions;institution;department;place_of_discovery;object_history;exhibition_history;credit_line;inscriptions;notes;accession_number;place_of_creation;source;permission;other_versions;references;depicted_place;categories;wikidata;image_height;image_width;imageurl;object_type;location;public_domain;has_image
{{Creator:Marie Henriques}};;;{{|Hermes hoved fra Veji}};;;1926;Akvarel;{{Size|unit=mm|width=45.5|height=50.5}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1927-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KAS2056;;* {{SMK API|KAS2056}}<br/>* {{SMK Open|KAS2056}}<br/>* [https://api.smk.dk/api/v1/thumbnail/66ab57b8-f2bd-4cb5-8c5e-f7bf4c12227b.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Marie Henriques|author=Kai Flor|others=8-9, afbildet|id=14452|year=1939}};;[[Category:Water colours in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/thumbnail/66ab57b8-f2bd-4cb5-8c5e-f7bf4c12227b.jpgWater colour;True;True
{{Creator:Marie Henriques}};;;{{|Hest med rytter (Akropolis museet inv. 700)}};;;1911;Akvarel;{{Size|unit=mm|width=62.5|height=46.5}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1912-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;* {{da|Deponeret Københavns Universitet 1914, retur 1994}};KAS1794;;* {{SMK API|KAS1794}}<br/>* {{SMK Open|KAS1794}}<br/>* [https://api.smk.dk/api/v1/thumbnail/e4a7ec0b-3512-405c-a92b-cee897acbe36.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Marie Henriques|author=Kai Flor|others=8-9|id=14452|year=1939}};;[[Category:Water colours in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/thumbnail/e4a7ec0b-3512-405c-a92b-cee897acbe36.jpgWater colour;True;True
{{Creator:Marie Henriques}};;;{{|Kore (Akropolis museet inv. 674)}};;;1911;Akvarel;;{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1912-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;* {{da|Tidligere Københavns Universitet, IFKA.}};KAS1797;;* {{SMK API|KAS1797}}<br/>* {{SMK Open|KAS1797}}<br/>* [https://api.smk.dk/api/v1/thumbnail/5268756a-de15-48eb-99fa-b7f6fa00ce3f.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Marie Henriques|author=Kai Flor|others=8-9|id=14452|year=1939}};;[[Category:Water colours in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/thumbnail/5268756a-de15-48eb-99fa-b7f6fa00ce3f.jpgWater colour;True;True
{{Creator:Marie Henriques}};;;{{|Etruskisk sarkofag i Louvre}};;;1928;Akvarel;{{Size|unit=mm|width=51|height=66}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1929-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KAS2074;;* {{SMK API|KAS2074}}<br/>* {{SMK Open|KAS2074}}<br/>* [https://api.smk.dk/api/v1/thumbnail/cdde781f-a9f2-48f6-9ee6-8ef9b0e27584.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Marie Henriques|author=Kai Flor|others=8-9|id=14452|year=1939}};;[[Category:Water colours in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/thumbnail/cdde781f-a9f2-48f6-9ee6-8ef9b0e27584.jpgWater colour;True;True
{{Creator:Marie Henriques}};;;{{|Kore med granatæble, Berlin}};;;1929;Akvarel;{{Size|unit=mm|width=65|height=102.5}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1929-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KAS2076;;* {{SMK API|KAS2076}}<br/>* {{SMK Open|KAS2076}}<br/>* [https://api.smk.dk/api/v1/thumbnail/3fd17a90-c00b-493f-90a2-dc191f6d3f6a.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Marie Henriques|author=Kai Flor|others=8-9|id=14452|year=1939}};;[[Category:Water colours in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/thumbnail/3fd17a90-c00b-493f-90a2-dc191f6d3f6a.jpgWater colour;True;True
{{Creator:Lise Blomberg}};;;{{da|Blåbærpiger}};;;2004;Blyant og farvekridt;{{Size|unit=mm|width=420|height=295}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=2004-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS2004-66;;* {{SMK API|KKS2004-66}}<br/>* {{SMK Open|KKS2004-66}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1MyMDA0LTY2LlRJRi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY2IiwibnVtIjoiIn1d/KKS2004-66.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1MyMDA0LTY2LlRJRi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY2IiwibnVtIjoiIn1d/KKS2004-66.jpgDrawing;True;True
{{Creator:Lise Blomberg}};;;{{|Uden titel}};;;2004;Blyant og farvekridt;{{Size|unit=mm|width=420|height=295}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=2004-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS2004-65;;* {{SMK API|KKS2004-65}}<br/>* {{SMK Open|KKS2004-65}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0XzY1LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY1IiwibnVtIjoiIn1d/KKS2004-65.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0XzY1LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY1IiwibnVtIjoiIn1d/KKS2004-65.jpgDrawing;True;True
{{Creator:Lise Blomberg}};;;{{da|I brombærhaven}};;;2004;Blyant og farvekridt;{{Size|unit=mm|width=210|height=295}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=2004-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS2004-63;;* {{SMK API|KKS2004-63}}<br/>* {{SMK Open|KKS2004-63}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0LTYzLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTYzIiwibnVtIjoiIn1d/KKS2004-63.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Manual til dansk samtidskunst|author=Lisbeth Bonde|others=omt. p. 19, afb. p. 18|id=2006-289|year=2006}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0LTYzLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTYzIiwibnVtIjoiIn1d/KKS2004-63.jpgDrawing;True;True
{{Creator:Lise Blomberg}};;;{{da|The bird is just sleeping}};;;2004;Blyant og farvekridt;{{Size|unit=mm|width=420|height=295}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=2004-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKS2004-64;;* {{SMK API|KKS2004-64}}<br/>* {{SMK Open|KKS2004-64}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0XzY0LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY0IiwibnVtIjoiIn1d/KKS2004-64.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Manual til dansk samtidskunst|author=Lisbeth Bonde|others=omt. p. 16-19, afb. p. 17|id=2006-289|year=2006}}<br/>*{{citation|title=Danske drømmer: Lise Blomberg, Trine Boesen, Christina Malbek, Julie Nord|author=unknown|others=ill. p. 12|id=S 22205|year=2005}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MyMDA0XzY0LnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1MyMDA0LTY0IiwibnVtIjoiIn1d/KKS2004-64.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Herreportræt. Profil til venstre. Karrikatur|lang=da}};;;1781-1791;Blyant, pen og brunt blæk;{{Size|unit=mm|width=92|height=119}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Clemens auk., 1832, nr. 54}}<br/>* {{ProvenanceEvent|date=1841-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n. med pen og brunt blæk: "par Madme Clemens née Crevoisier / Catalo: No 54" (Spenglers skrift)}};;KKSgb6736;;* {{SMK API|KKSgb6736}}<br/>* {{SMK Open|KKSgb6736}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDgudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNiIsIm51bSI6IiJ9XQ==/KKSgb6736.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDgudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNiIsIm51bSI6IiJ9XQ==/KKSgb6736.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Herreportræt. Profil til venstre. Karikatur|lang=da}};;;1781-1791;Blyant, pen og brunt blæk;{{Size|unit=mm|width=115|height=104}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Clemens auk., 1832, nr. 54}}<br/>* {{ProvenanceEvent|date=1841-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n. med pen og brunt blæk: "par Madme Clemens née Crevoisier / Catal: No. 54" (Spenglers skrift)}}<br/>{{inscription |1=f.o. pen og gråsort blæk del af tegning (højre fod og ankel), der er beskåret.}};;KKSgb6737;;* {{SMK API|KKSgb6737}}<br/>* {{SMK Open|KKSgb6737}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNyIsIm51bSI6IiJ9XQ==/KKSgb6737.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNyIsIm51bSI6IiJ9XQ==/KKSgb6737.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Portræt af J.F. Clemens. Profil til venstre|lang=da}};;;1783;Blyant og kridt i flere farver;{{Size|unit=mm|width=188|height=228}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1904-12-12|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n.m.f. med brunt blæk: "Clemens"}}<br/>{{inscription |1=f.o.t.v.: "23."&semi n.h.h.: "1783"&semi alt med blyant}}<br/>{{inscription |1=Profilrids med blyant}}<br/>{{inscription |1=med blæk: "af Mdme Clemens."}};;KKS5175;;* {{SMK API|KKS5175}}<br/>* {{SMK Open|KKS5175}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8wOTkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLUzUxNzUiLCJudW0iOiIifV0=/KKS5175.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Danske i Paris gennem tiderne: bd. I. 800-1820|author=Franz von Jessen|others=afb. p. 389|id=12195|year=1936-38}}<br/>*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=omt. p. 15-17, afb. p. 24/25|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8wOTkudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLUzUxNzUiLCJudW0iOiIifV0=/KKS5175.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Dameportræt i medaljon. Profil t.v. Desuden to hoveder i profil|lang=da}};;;1781-1791;Blyant;{{Size|unit=mm|width=274|height=219}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1887-01-01|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=med blyant: "Mad: Clemens."}};;KKSgb6730;;* {{SMK API|KKSgb6730}}<br/>* {{SMK Open|KKSgb6730}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDIudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczMCIsIm51bSI6IiJ9XQ==/KKSgb6730.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Blyants in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDIudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczMCIsIm51bSI6IiJ9XQ==/KKSgb6730.jpgBlyant;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Portræt af Madame Lignot|lang=da}};;;1773-1781;Blyant og rødkridt. Oval i firkantet indramning;{{Size|unit=mm|width=224|height=288}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Organist Rasmussen 7.2.1898}}<br/>* {{ProvenanceEvent|date=1932-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n.t.v.: "Mad Clemens fec"&semi n.v.h.: "848" (Rump nr.)&semi alt med blyant}}<br/>{{inscription |1=med blæk: "f/J.M. Crevoisier"}};;KKS11923;;* {{SMK API|KKS11923}}<br/>* {{SMK Open|KKS11923}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8wOTgudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLUzExOTIzIiwibnVtIjoiIn1d/KKS11923.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=omt. p. 16 og note 13 p. 295|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8wOTgudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLUzExOTIzIiwibnVtIjoiIn1d/KKS11923.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Portræt af Madame Schrøder|lang=da}};;;1781-1791;Pastel;{{Size|unit=mm|width=197|height=268}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Clemens auk., 1832, nr. 54}}<br/>* {{ProvenanceEvent|date=1841-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n.t.v. med blyant: "Md Schrøders Portait"}}<br/>{{inscription |1=f.n. med blæk: "Portrait de Madme Schröder, par Mad: Clemens, née Crevoisier, Catal= nr. 54" (Spenglers skrift)}}<br/>{{inscription |1=med blyant: "Md Clemens"}};;KKSgb6729;;* {{SMK API|KKSgb6729}}<br/>* {{SMK Open|KKSgb6729}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1M2NzI5LlRJRi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1NnYjY3MjkiLCJudW0iOiIifV0=/KKSgb6729.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Pastelkridts in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1M2NzI5LlRJRi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1NnYjY3MjkiLCJudW0iOiIifV0=/KKSgb6729.jpgPastelkridt;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Herreportræt. Profil til venstre. Karrikatur|lang=da}};;;1781-1791;Blyant, pen og brunt blæk;{{Size|unit=mm|width=75|height=100}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Clemens auk., 1832, nr. 54}}<br/>* {{ProvenanceEvent|date=1841-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=u.m. med blyant, næsten udvisket: "R......"}}<br/>{{inscription |1=f.n. med pen og brunt blæk: "par Mad. Clemens née Crevoisier / Catalog: N. 54" (Spenglers skrift)}};;KKSgb6735;;* {{SMK API|KKSgb6735}}<br/>* {{SMK Open|KKSgb6735}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDcudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNSIsIm51bSI6IiJ9XQ==/KKSgb6735.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDcudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNSIsIm51bSI6IiJ9XQ==/KKSgb6735.jpgDrawing;True;True
{{Creator:Marie Jeanne Clemens}};;;{{title|Herreportræt. Profil til venstre. Karrikatur|lang=da}};;;1781-1791;Blyant, pen og brunt blæk;{{Size|unit=mm|width=103|height=105}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Clemens auk., 1832, nr. 54}}<br/>* {{ProvenanceEvent|date=1841-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=f.n. med pen og brunt blæk: "par Madme Clemens née Crevoisier - Catal. N. 54." (Spenglers skrift)}};;KKSgb6734;;* {{SMK API|KKSgb6734}}<br/>* {{SMK Open|KKSgb6734}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDYudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNCIsIm51bSI6IiJ9XQ==/KKSgb6734.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=J.F. Clemens: Biografi samt Fortegnelse over hans Kobberstik. Avec un résumé francais|author=Leo Swane|others=Jeanne Marie Clemens tegninger er omt. p. 15-17|id=9968|year=1929}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9wYzQtMzAtMDktMDRfLV8xMDYudGlmLnJlY29uc3RydWN0ZWQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diNjczNCIsIm51bSI6IiJ9XQ==/KKSgb6734.jpgDrawing;True;True
